"triad_id";"llm_id";"question_id";"subject";"predicate";"object";"rdf_candidate";"source_id";"source_location";"evidence_text";"evidence_type";"confidence";"expert_validation_required";"candidate_status";"notes"
"LLM_3_ALC_01_001";"LLM_3";"ALC_01";"Microbioreactor";"rdfs:subClassOf";"Bioreactor";":Microbioreactor rdfs:subClassOf :Bioreactor .";"SRC-001, SRC-008";"Descripción principal del BioLector XT; definición farmacéutica de biorreactor";"high-throughput microbioreactor enables real-time evaluation; bioreactors are technical devices for the controlled aseptic culture of cells";"Explícita";"Alta";"No";"CANDIDATE";"Soportada. Infiere que el microbiorreactor es subclase del biorreactor por uso explícito del término en ambas fuentes."
"LLM_3_ALC_01_002";"LLM_3";"ALC_01";"StirredTankBioreactor";"rdfs:subClassOf";"Bioreactor";":StirredTankBioreactor rdfs:subClassOf :Bioreactor .";"SRC-005, SRC-008";"Definición técnica del STR; definición farmacéutica de biorreactor";"A stirred tank bioreactor consists of a vessel with a defined height dimension ratio; bioreactors are technical devices for the controlled aseptic culture";"Explícita";"Alta";"No";"CANDIDATE";"Soportada."
"LLM_3_ALC_01_003";"LLM_3";"ALC_01";"BenchtopBioreactor";"rdfs:subClassOf";"StirredTankBioreactor";":BenchtopBioreactor rdfs:subClassOf :StirredTankBioreactor .";"SRC-005";"Descripción de la categoría de biorreactores de sobremesa";"small-scale bioreactors with volumes from 1 to 10 L. These bioreactors are often used in research labs";"Explícita";"Alta";"No";"CANDIDATE";"Soportada."
"LLM_3_ALC_01_004";"LLM_3";"ALC_01";"BioLectorXT";"rdf:type";"Microbioreactor";":BioLectorXT rdf:type :Microbioreactor .";"SRC-001, SRC-002";"Descripción principal del sistema";"The high-throughput microbioreactor enables real-time evaluation of biomass, fluorescence, pH, dissolved oxygen";"Explícita";"Alta";"No";"CANDIDATE";"Soportada."
"LLM_3_ALC_01_005";"LLM_3";"ALC_01";"SartoriusBiostatB5L";"rdf:type";"BenchtopBioreactor";":SartoriusBiostatB5L rdf:type :BenchtopBioreactor .";"SRC-003, SRC-004";"Recipiente de 5 L; controlador DCU de sobremesa";"glass (Univessel® Glass – 1, 2, 5 and 10 L); 5L (0.6-5L)";"Explícita";"Alta";"No";"CANDIDATE";"Soportada."
"LLM_3_ALC_01_006";"LLM_3";"ALC_01";"SartoriusBiostatB10L";"rdf:type";"BenchtopBioreactor";":SartoriusBiostatB10L rdf:type :BenchtopBioreactor .";"SRC-003, SRC-004";"Recipiente de 10 L; controlador DCU de sobremesa";"glass (Univessel® Glass – 1, 2, 5 and 10 L); 10L (1.5-10L)";"Explícita";"Alta";"No";"CANDIDATE";"Soportada."
"LLM_3_ALC_01_007";"LLM_3";"ALC_01";"BioLectorXT";"manufacturedBy";"BeckmanCoulterLifeSciences";":BioLectorXT :manufacturedBy :BeckmanCoulterLifeSciences .";"SRC-002";"Párrafo de lanzamiento del producto";"from m2p-labs, part of the Beckman Coulter Life Sciences' Biotechnology Business Unit since November 2020";"Explícita";"Alta";"No";"CANDIDATE";"Soportada."
"LLM_3_ALC_01_008";"LLM_3";"ALC_01";"SartoriusBiostatB5L";"manufacturedBy";"Sartorius";":SartoriusBiostatB5L :manufacturedBy :Sartorius .";"SRC-003, SRC-004";"Página oficial Sartorius; tabla de especificaciones técnicas";"Manufacturer: Sartorius Stedim";"Explícita";"Alta";"No";"CANDIDATE";"Soportada."
"LLM_3_ALC_01_009";"LLM_3";"ALC_01";"SartoriusBiostatB10L";"manufacturedBy";"Sartorius";":SartoriusBiostatB10L :manufacturedBy :Sartorius .";"SRC-003, SRC-004";"Página oficial Sartorius; tabla de especificaciones técnicas";"Manufacturer: Sartorius Stedim";"Explícita";"Alta";"No";"CANDIDATE";"Soportada."
"LLM_3_ALC_01_010";"LLM_3";"ALC_01";"BioLectorXT";"hasCultivationFormat";"MicrotiterPlate_48well_ANSI_SLAS";":BioLectorXT :hasCultivationFormat :MicrotiterPlate_48well_ANSI_SLAS .";"SRC-001";"Descripción principal del producto";"based on a standard ANSI/SLAS (SBS) microtiter plate (MTP) format, Disposable 48 well MTPs";"Explícita";"Alta";"No";"CANDIDATE";"Soportada."
