"triad_id";"llm_id";"question_id";"subject";"predicate";"object";"rdf_candidate";"source_id";"source_location";"evidence_text";"evidence_type";"confidence";"expert_validation_required";"candidate_status";"notes"
"LLM_3_ALC_08_001";"LLM_3";"ALC_08";"BioLectorXT";"measuresVariable";"Biomass";":BioLectorXT :measuresVariable :Biomass .";"SRC-003, SRC-004";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"The BioLector XT microbioreactor measures biomass, pH, DO, and fluorescence online... ; online-monitoring of common cultivation parameters such as biomass, pH, dissolved oxygen (DO) and fluorescence";"Explícita";"Alta";"No";"CANDIDATE";"Estado: soportada"
"LLM_3_ALC_08_002";"LLM_3";"ALC_08";"BioLectorXT";"measuresVariable";"pH";":BioLectorXT :measuresVariable :pH .";"SRC-002, SRC-003, SRC-004";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"operates with online, pre-calibrated optical sensors... supports simultaneous pH control and feeding; measures biomass, pH, DO, and fluorescence online; online-monitoring of common cultivation parameters such as biomass, pH...";"Explícita";"Alta";"No";"CANDIDATE";"Estado: soportada"
"LLM_3_ALC_08_003";"LLM_3";"ALC_08";"BioLectorXT";"measuresVariable";"DissolvedOxygen";":BioLectorXT :measuresVariable :DissolvedOxygen .";"SRC-003, SRC-004";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"measures biomass, pH, DO, and fluorescence online; online-monitoring of common cultivation parameters such as biomass, pH, dissolved oxygen (DO) and fluorescence";"Explícita";"Alta";"No";"CANDIDATE";"Estado: soportada"
"LLM_3_ALC_08_004";"LLM_3";"ALC_08";"BioLectorXT";"measuresVariable";"Fluorescence";":BioLectorXT :measuresVariable :Fluorescence .";"SRC-003, SRC-004";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"measures biomass, pH, DO, and fluorescence online; online-monitoring of common cultivation parameters such as biomass, pH, dissolved oxygen (DO) and fluorescence of various fluorescing molecules or proteins";"Explícita";"Alta";"No";"CANDIDATE";"Estado: soportada"
"LLM_3_ALC_08_005";"LLM_3";"ALC_08";"BioLectorXT";"controlsVariable";"ShakingSpeed";":BioLectorXT :controlsVariable :ShakingSpeed .";"SRC-003";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"The system controls the shaking speed and the temperature inside the cultivation chamber";"Explícita";"Alta";"No";"CANDIDATE";"Estado: soportada"
"LLM_3_ALC_08_006";"LLM_3";"ALC_08";"BioLectorXT";"controlsVariable";"Temperature";":BioLectorXT :controlsVariable :Temperature .";"SRC-003";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"The system controls the shaking speed and the temperature inside the cultivation chamber";"Explícita";"Alta";"No";"CANDIDATE";"Estado: soportada"
"LLM_3_ALC_08_007";"LLM_3";"ALC_08";"BiostatB";"hasValidVesselVolume";"1L, 2L, 5L, 10L";":BiostatB :hasValidVesselVolume \"1L, 2L, 5L, 10L\" .";"SRC-005";"sección 1.1 \"Validity\"";"These operating instructions apply to the BIOSTAT® B-MO (microbial), BIOSTAT® B-CC (cell culture)... in combination with the following culture vessels (operating volume): 1L, 2L, 5L, 10L [...] UniVessel® SU: 2L";"Explícita";"Alta";"No";"CANDIDATE";"Estado: soportada"
"LLM_3_ALC_08_008";"LLM_3";"ALC_08";"BiostatB";"controlsVariable";"DissolvedOxygen";":BiostatB :controlsVariable :DissolvedOxygen .";"SRC-007";"sección de control de gases y DO";"the advanced DO controller supports parallel adjustment of all DO affecting parameter settings like stirrer speed and gas flow rates of air and pure oxygen, automatically and simultaneously to control the DO set point";"Explícita";"Alta";"No";"CANDIDATE";"Estado: soportada"
"LLM_3_ALC_08_009";"LLM_3";"ALC_08";"BiostatB10L";"hasSensor";"pH, pO2, Temperature, Foam, Level, Substrate";":BiostatB10L :hasSensor \"pH, pO2, Temperature, Foam, Level, Substrate\" .";"SRC-009";"sección \"Technical features and specifications\"";"Sensors: pH, pO2, Temperature, Foam, Level, Substrate";"Explícita";"Alta";"No";"CANDIDATE";"Estado: soportada"
"LLM_3_ALC_08_010";"LLM_3";"ALC_08";"BiostatB";"usesGas";"Air, Oxygen";":BiostatB :usesGas \"Air, Oxygen\" .";"SRC-008";"sección 6.4.4 \"Gas Supply\"";"Gas supply comprises the following gases (depending on the integrated aeration module): ... AIR (air), Oxygen (O...";"Explícita";"Media";"Sí";"CANDIDATE";"Estado: parcialmente soportada — requiere validación experta para completar la lista de gases (fragmento truncado: lista de gases incompleta en el texto disponible)"
