"triad_id";"llm_id";"question_id";"subject";"predicate";"object";"rdf_candidate";"source_id";"source_location";"evidence_text";"evidence_type";"confidence";"expert_validation_required";"candidate_status";"notes"
"LLM_3_ALC_02_001";"LLM_3";"ALC_02";"Bioreactor";"rdf:type";"owl:Class";":Bioreactor rdf:type owl:Class .";"SRC-001";"párrafo Overview";"Bioreactors are culture vessels designed with air inflow and outflow systems for the controlled and sterile production of mass quantities of biological materials.";"Explícita";"Alta";"No";"CANDIDATE";"Soporte: SRC-001 (EV01, EV02)"
"LLM_3_ALC_02_002";"LLM_3";"ALC_02";"Bioreactor";"rdfs:subClassOf";"CultureVessel";":Bioreactor rdfs:subClassOf :CultureVessel .";"SRC-001";"párrafo Overview";"Bioreactors are culture vessels designed with air inflow and outflow systems for the controlled and sterile production of mass quantities of biological materials.";"Explícita";"Alta";"No";"CANDIDATE";"Soporte: SRC-001 (EV01)"
"LLM_3_ALC_02_003";"LLM_3";"ALC_02";"ShakeFlask";"rdfs:subClassOf";"CultureVessel";":ShakeFlask rdfs:subClassOf :CultureVessel .";"SRC-005; SRC-007";"Abstract; sección discusión";"In contrast to instrumented bioreactors, reliable options for non-invasive, time-resolved monitoring of the culture status in shake flasks are lacking. / The limited gas-liquid mass transfer capacities are a major drawback [of shake flasks].";"Inferida";"Media";"No";"CANDIDATE";"Parcialmente soportada (inferida; el corpus no usa subClassOf pero establece la distinción). Soporte: SRC-005 (EV06), SRC-007 (EV20)"
"LLM_3_ALC_02_004";"LLM_3";"ALC_02";"InstrumentedBioreactor";"rdfs:subClassOf";"Bioreactor";":InstrumentedBioreactor rdfs:subClassOf :Bioreactor .";"SRC-004; SRC-005";"cap. 14, Step 13; Abstract";"The first stage may be a 1- or 2-litre bench-top bioreactor equipped with instruments for measuring and adjusting temperature, pH, dissolved oxygen concentration, stirrer speed, and other process variables. / In contrast to instrumented bioreactors, reliable options for non-invasive, time-resolved monitoring of the culture status in shake flasks are lacking.";"Explícita";"Media";"Sí";"CANDIDATE";"Parcialmente soportada — requiere validación experta. Soporte: SRC-004 (EV04), SRC-005 (EV06)"
"LLM_3_ALC_02_005";"LLM_3";"ALC_02";"StirredTankBioreactor";"rdfs:subClassOf";"Bioreactor";":StirredTankBioreactor rdfs:subClassOf :Bioreactor .";"SRC-007";"sección discusión comparativa";"Whereas, in stirred tank reactors OTRs of 100–150 mmol/L/h can be achieved on production relevant scales. / The gas-liquid mass transfer can be determined and controlled much easier and in a more reliable manner [in stirred tank reactors].";"Explícita";"Alta";"No";"CANDIDATE";"Soporte: SRC-007 (EV19, EV21)"
"LLM_3_ALC_02_006";"LLM_3";"ALC_02";"MicroBioreactor";"rdfs:subClassOf";"Bioreactor";":MicroBioreactor rdfs:subClassOf :Bioreactor .";"SRC-002";"descripción del producto; sección características";"High-throughput microbioreactor enables real-time evaluation of biomass, fluorescence, pH, dissolved oxygen in the liquid phase (DO), and other key cultivation parameters. / Small working volume (800 – 2400 μL).";"Explícita";"Alta";"No";"CANDIDATE";"Soporte: SRC-002 (EV07, EV10)"
"LLM_3_ALC_02_007";"LLM_3";"ALC_02";"Bioreactor";"requiresCapability";"ActiveProcessControl";":Bioreactor :requiresCapability :ActiveProcessControl .";"SRC-001; SRC-004";"sección de requisitos; cap. 14, Step 13";"Easy to monitor and/or control reaction parameters (such as dissolved oxygen concentration, pH, temperature, agitation rate, redox value, and so on) to create a controlled aseptic environment for biocatalysts. / equipped with instruments for measuring and adjusting temperature, pH, dissolved oxygen concentration, stirrer speed.";"Explícita";"Alta";"No";"CANDIDATE";"Soporte: SRC-001 (EV03), SRC-004 (EV04, EV05)"
"LLM_3_ALC_02_008";"LLM_3";"ALC_02";"Bioreactor";"hasCapability";"RealTimeProcessMonitoring";":Bioreactor :hasCapability :RealTimeProcessMonitoring .";"SRC-005; SRC-004";"Abstract; cap. 14, Step 13";"In contrast to instrumented bioreactors, reliable options for non-invasive, time-resolved monitoring of the culture status in shake flasks are lacking. / equipped with instruments for measuring and adjusting temperature, pH, dissolved oxygen concentration, stirrer speed.";"Explícita";"Alta";"No";"CANDIDATE";"Soporte: SRC-005 (EV06), SRC-004 (EV04)"
"LLM_3_ALC_02_009";"LLM_3";"ALC_02";"Bioreactor";"hasSterileBarrier";"SterilizationSystem";":Bioreactor :hasSterileBarrier :SterilizationSystem .";"SRC-001; SRC-003";"párrafo Overview; fragmento 4 (scan parcial)";"Bioreactors are culture vessels designed with air inflow and outflow systems for the controlled and sterile production. / The need for equipment designs that are both cleanable and sterilizable.";"Explícita / Inferida";"Media";"Sí";"CANDIDATE";"Parcialmente soportada — inferida del diseño cleanable and sterilizable. Soporte: SRC-001 (EV01), SRC-003 (EV23)"
"LLM_3_ALC_02_010";"LLM_3";"ALC_02";"Bioreactor";"hasAerationSystem";"GasInflowOutflowSystem";":Bioreactor :hasAerationSystem :GasInflowOutflowSystem .";"SRC-001";"párrafo Overview";"Bioreactors are culture vessels designed with air inflow and outflow systems for the controlled and sterile production of mass quantities of biological materials.";"Explícita";"Alta";"No";"CANDIDATE";"Soporte: SRC-001 (EV01)"
