"triad_id";"llm_id";"question_id";"subject";"predicate";"object";"rdf_candidate";"source_id";"source_location";"evidence_text";"evidence_type";"confidence";"expert_validation_required";"candidate_status";"notes"
"LLM_3_ALC_06_001";"LLM_3";"ALC_06";"BioLectorXT";"rdf:type";"Bioreactor";":BioLectorXT rdf:type :Bioreactor .";"SRC-001";"Encabezado ficha técnica";"BioLector XT Microbioreactor — Technical Specifications, m2p-labs GmbH / Beckman Coulter, Inc.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_3_ALC_06_002";"LLM_3";"ALC_06";"BioLectorXT";"hasModelName";"BioLector XT";":BioLectorXT :hasModelName ""BioLector XT"" .";"SRC-001";"Encabezado ficha técnica";"BioLector XT Microbioreactor";"Explícita";"Alta";"No";"CANDIDATE";"EV-01"
"LLM_3_ALC_06_003";"LLM_3";"ALC_06";"BioLectorXT";"hasManufacturer";"Beckman_Coulter_m2p_labs";":BioLectorXT :hasManufacturer :Beckman_Coulter_m2p_labs .";"SRC-001";"Pie de página ficha técnica";"m2p-labs GmbH / Beckman Coulter, Inc.";"Explícita";"Alta";"No";"CANDIDATE";"EV-02"
"LLM_3_ALC_06_004";"LLM_3";"ALC_06";"SartoriusBplus5L";"rdf:type";"Bioreactor";":SartoriusBplus5L rdf:type :Bioreactor .";"SRC-002";"Encabezado ficha técnica";"BIOSTAT® Bplus Exclusive Flow — Benchtop Bioreactor Controller Specifications, Sartorius Stedim Biotech";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_3_ALC_06_005";"LLM_3";"ALC_06";"SartoriusBplus5L";"hasModelName";"BIOSTAT Bplus 5L";":SartoriusBplus5L :hasModelName ""BIOSTAT Bplus 5L"" .";"SRC-002";"Encabezado ficha técnica";"BIOSTAT® Bplus";"Explícita";"Alta";"No";"CANDIDATE";"EV-01; modelo exacto pendiente de confirmación por investigador (V-01)"
"LLM_3_ALC_06_006";"LLM_3";"ALC_06";"SartoriusBplus5L";"hasManufacturer";"Sartorius_Stedim_Biotech";":SartoriusBplus5L :hasManufacturer :Sartorius_Stedim_Biotech .";"SRC-002";"Encabezado ficha técnica";"Sartorius Stedim Biotech";"Explícita";"Alta";"No";"CANDIDATE";"EV-02"
"LLM_3_ALC_06_007";"LLM_3";"ALC_06";"SartoriusBplus10L";"rdf:type";"Bioreactor";":SartoriusBplus10L rdf:type :Bioreactor .";"SRC-002";"Encabezado ficha técnica";"BIOSTAT® Bplus Exclusive Flow — Benchtop Bioreactor Controller Specifications, Sartorius Stedim Biotech";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_3_ALC_06_008";"LLM_3";"ALC_06";"SartoriusBplus10L";"hasModelName";"BIOSTAT Bplus 10L";":SartoriusBplus10L :hasModelName ""BIOSTAT Bplus 10L"" .";"SRC-002";"Encabezado ficha técnica";"BIOSTAT® Bplus";"Explícita";"Alta";"No";"CANDIDATE";"EV-01; modelo exacto pendiente de confirmación por investigador (V-01)"
"LLM_3_ALC_06_009";"LLM_3";"ALC_06";"SartoriusBplus10L";"hasManufacturer";"Sartorius_Stedim_Biotech";":SartoriusBplus10L :hasManufacturer :Sartorius_Stedim_Biotech .";"SRC-002";"Encabezado ficha técnica";"Sartorius Stedim Biotech";"Explícita";"Alta";"No";"CANDIDATE";"EV-02"
"LLM_3_ALC_06_010";"LLM_3";"ALC_06";"BioLectorXT";"hasWorkingVolume_min";"800";":BioLectorXT :hasWorkingVolume_min ""800""";"SRC-001";"Sección MICROTITER PLATES";"Filling volume: 800 – 1900 μL (rpm dependent) — FlowerPlate";"Explícita";"Alta";"No";"CANDIDATE";"EV-03; unidad: µL; valor dependiente de rpm"
"LLM_3_ALC_06_011";"LLM_3";"ALC_06";"BioLectorXT";"hasWorkingVolume_max";"2400";":BioLectorXT :hasWorkingVolume_max ""2400""";"SRC-001";"Sección MICROTITER PLATES";"Filling volume: 1000 – 2400 μL (rpm dependent) — Round Well Plate";"Explícita";"Alta";"No";"CANDIDATE";"EV-03; unidad: µL; valor dependiente de rpm; Round Well Plate"
"LLM_3_ALC_06_012";"LLM_3";"ALC_06";"SartoriusBplus5L";"hasWorkingVolume_min";"0.6";":SartoriusBplus5L :hasWorkingVolume_min ""0.6""";"SRC-002";"Sección Culture Vessel";"Working volume 0.6–5 [L]";"Explícita";"Alta";"No";"CANDIDATE";"EV-03; unidad: L"
