"triad_id";"llm_id";"question_id";"subject";"predicate";"object";"rdf_candidate";"source_id";"source_location";"evidence_text";"evidence_type";"confidence";"expert_validation_required";"candidate_status";"notes"
"LLM_1_ALC-03_001";"LLM_1";"ALC-03";":BioLectorXT";"rdf:type";":Microbioreactor";":BioLectorXT rdf:type :Microbioreactor .";"[SRC-001]";"Features";"High-throughput microbioreactor enables real-time evaluation of biomass, fluorescence, pH, dissolved oxygen in the liquid phase (DO), and other key cultivation parameters for aerobes and anaerobes.";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-03_002";"LLM_1";"ALC-03";":BioLectorXT";":hasWorkingVolume";"800-2400 µL";":BioLectorXT :hasWorkingVolume ""800-2400 µL"" .";"[SRC-001]";"Specifications";"Volume | 800 - 2400 µL";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-03_003";"LLM_1";"ALC-03";":BioLectorXT";":hasFormat";":MTP48Well";":BioLectorXT :hasFormat :MTP48Well .";"[SRC-001]";"Features";"Disposable 48 well MTPs enable online measurement";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-03_004";"LLM_1";"ALC-03";":BioLectorXT";":hasSensorType";":OpticalPrecalibrated";":BioLectorXT :hasSensorType :OpticalPrecalibrated .";"[SRC-001]";"Features";"based on a standard ANSI/SLAS (SBS) microtiter plate (MTP) format, and operates with online, pre-calibrated optical sensors.";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-03_005";"LLM_1";"ALC-03";":BioLectorXT";":enablesApplication";":Screening";":BioLectorXT :enablesApplication :Screening .";"[SRC-006]";"Abstract";"ranging from 1 to 2 mL scale in a BioLector XT® for screening applications";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-03_006";"LLM_1";"ALC-03";":BioLectorXT";":hasParallelization";"48";":BioLectorXT :hasParallelization 48 .";"[SRC-001]";"Specifications";"Real-time kinetics out of 48/32 parallel cultivations";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-03_007";"LLM_1";"ALC-03";":Sartorius5L";"rdf:type";":BenchtopBioreactor";":Sartorius5L rdf:type :BenchtopBioreactor .";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-03_008";"LLM_1";"ALC-03";":Sartorius5L";":usesVessel";":UniVesselGlass5L";":Sartorius5L :usesVessel :UniVesselGlass5L .";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-03_009";"LLM_1";"ALC-03";":Sartorius5L";":hasWorkingVolumeRange";"0.6-5L";":Sartorius5L :hasWorkingVolumeRange ""0.6-5L"" .";"[SRC-005]";"Specifications";"Working volume: 2L (0.4-2L); 5L (0.6-5L); 10L (1.5-10L)";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-03_010";"LLM_1";"ALC-03";":Sartorius5L";":hasMaxStirringSpeed";"1500rpm";":Sartorius5L :hasMaxStirringSpeed ""1500rpm"" .";"[SRC-005]";"Specifications";"Permitted stirring speed: 2L (20-2000rpm); 5L (20-1500rpm); 10L (20-800rpm)";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-03_011";"LLM_1";"ALC-03";":Sartorius5L";":enablesApplication";":LabProductionScaleUp";":Sartorius5L :enablesApplication :LabProductionScaleUp .";"[SRC-006]";"Abstract";"up to a 5 L bioreactor for larger-scale lab production and as a starting point for scale-up for pilot and industry scale.";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-03_012";"LLM_1";"ALC-03";":Sartorius10L";"rdf:type";":BenchtopBioreactor";":Sartorius10L rdf:type :BenchtopBioreactor .";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-03_013";"LLM_1";"ALC-03";":Sartorius10L";":usesVessel";":UniVesselGlass10L";":Sartorius10L :usesVessel :UniVesselGlass10L .";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
