"triad_id";"llm_id";"question_id";"subject";"predicate";"object";"rdf_candidate";"source_id";"source_location";"evidence_text";"evidence_type";"confidence";"expert_validation_required";"candidate_status";"notes"
"LLM_2_ALC-08_001";"LLM_2";"ALC-08";":BioLectorXT";"rdf:type";":Microbioreactor";":BioLectorXT rdf:type :Microbioreactor .";"SRC-002";"BioLector XT Modules, párrafo introductorio.";"“The BioLector XT microbioreactor measures biomass, pH, DO, and fluorescence online while running a cultivation experiment.”";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_002";"LLM_2";"ALC-08";":BioLectorXT";":measuresOnline";":Biomass";":BioLectorXT :measuresOnline :Biomass .";"SRC-001";"Advantages & Applications, párrafo introductorio.";"“Disposable 48 well MTPs enable online measurement of biomass, fluorescence, pH and DO...”";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_003";"LLM_2";"ALC-08";":BioLectorXT";":measuresOnline";":Fluorescence";":BioLectorXT :measuresOnline :Fluorescence .";"SRC-001";"Advantages & Applications, párrafo introductorio.";"“Disposable 48 well MTPs enable online measurement of biomass, fluorescence, pH and DO...”";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_004";"LLM_2";"ALC-08";":BioLectorXT";":measuresOnline";":pH";":BioLectorXT :measuresOnline :pH .";"SRC-001";"Advantages & Applications, párrafo introductorio.";"“Disposable 48 well MTPs enable online measurement of biomass, fluorescence, pH and DO...”";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_005";"LLM_2";"ALC-08";":BioLectorXT";":measuresOnline";":DO";":BioLectorXT :measuresOnline :DO .";"SRC-001";"Advantages & Applications, párrafo introductorio.";"“Disposable 48 well MTPs enable online measurement of biomass, fluorescence, pH and DO...”";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_006";"LLM_2";"ALC-08";":BioLectorXT";":supportsPHControl";":pH";":BioLectorXT :supportsPHControl :pH .";"SRC-001";"Advantages & Applications, párrafo introductorio.";"“...patented microfluidic technology supports simultaneous pH control and feeding.”";"explícita";"alta";"sí";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_007";"LLM_2";"ALC-08";":BioLectorXT";":supportsFeeding";":ContinuousFeeding";":BioLectorXT :supportsFeeding :ContinuousFeeding .";"SRC-001";"Advantages & Applications, párrafo introductorio.";"“...patented microfluidic technology supports simultaneous pH control and feeding.”";"explícita";"alta";"sí";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_008";"LLM_2";"ALC-08";":PHControl";":usesOnlineSignal";":OnlineSignal";":PHControl :usesOnlineSignal :OnlineSignal .";"SRC-003";"Available optional modules, E-XTMF.";"“Active control of pH according to online signals...”";"explícita";"alta";"sí";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_009";"LLM_2";"ALC-08";":MicrofluidicPlate";":supportsContinuousFeeding";":ContinuousFeeding";":MicrofluidicPlate :supportsContinuousFeeding :ContinuousFeeding .";"SRC-003";"Available optional modules, E-XTMF.";"“...continuous feeding of up to two solutions only with Microfluidic plates.”";"explícita";"alta";"sí";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_010";"LLM_2";"ALC-08";":ContinuousFeeding";":feedsSolution";":Solution1";":ContinuousFeeding :feedsSolution :Solution1 .";"SRC-003";"Available optional modules, E-XTMF.";"“...continuous feeding of up to two solutions only with Microfluidic plates.”";"explícita";"alta";"sí";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_011";"LLM_2";"ALC-08";":ContinuousFeeding";":feedsSolution";":Solution2";":ContinuousFeeding :feedsSolution :Solution2 .";"SRC-003";"Available optional modules, E-XTMF.";"“...continuous feeding of up to two solutions only with Microfluidic plates.”";"explícita";"alta";"sí";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_012";"LLM_2";"ALC-08";":UnivesselGlass";"rdf:type";":CultivationVessel";":UnivesselGlass rdf:type :CultivationVessel .";"SRC-005";"página 1, introducción.";"“The Univessel® Glass is our platform cultivation vessel for all Biostat® benchtop bioreactors.”";"explícita";"alta";"sí";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_013";"LLM_2";"ALC-08";":UnivesselGlass";":hasWorkingVolume";":Volume1L";":UnivesselGlass :hasWorkingVolume :Volume1L .";"SRC-004";"página 3, Univessel® Glass.";"“...culture vessel is available in four different volumes: 1 L, 2 L, 5 L and 10 L.”";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_014";"LLM_2";"ALC-08";":UnivesselGlass";":hasWorkingVolume";":Volume2L";":UnivesselGlass :hasWorkingVolume :Volume2L .";"SRC-004";"página 3, Univessel® Glass.";"“...culture vessel is available in four different volumes: 1 L, 2 L, 5 L and 10 L.”";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_015";"LLM_2";"ALC-08";":UnivesselGlass";":hasWorkingVolume";":Volume5L";":UnivesselGlass :hasWorkingVolume :Volume5L .";"SRC-004";"página 3, Univessel® Glass.";"“...culture vessel is available in four different volumes: 1 L, 2 L, 5 L and 10 L.”";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_016";"LLM_2";"ALC-08";":UnivesselGlass";":hasWorkingVolume";":Volume10L";":UnivesselGlass :hasWorkingVolume :Volume10L .";"SRC-004";"página 3, Univessel® Glass.";"“...culture vessel is available in four different volumes: 1 L, 2 L, 5 L and 10 L.”";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_017";"LLM_2";"ALC-08";":UnivesselGlass";":isCultivationVesselFor";":BiostatBenchtopBioreactor";":UnivesselGlass :isCultivationVesselFor :BiostatBenchtopBioreactor .";"SRC-005";"página 1, introducción.";"“The Univessel® Glass is our platform cultivation vessel for all Biostat® benchtop bioreactors.”";"explícita";"alta";"sí";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_018";"LLM_2";"ALC-08";":CompetencyQuestion";":determinesRelevanceOf";":OntologyContent";":CompetencyQuestion :determinesRelevanceOf :OntologyContent .";"SRC-007";"página 3, Ontologies and Competency Questions.";"“By establishing CQs, we reach an effective way to determine what is relevant to the ontology and what is not.”";"inferida";"alta";"sí";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_019";"LLM_2";"ALC-08";":OntologyRequirement";":guidesPlanningOf";":OntologyDevelopmentPlan";":OntologyRequirement :guidesPlanningOf :OntologyDevelopmentPlan .";"SRC-006";"Ontology implementation workflow.";"“The ontology developers schedule and plan the ontology development according to the prioritization of the requirements...”";"inferida";"media";"sí";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_020";"LLM_2";"ALC-08";":Ontology";":hasModule";":OntologyModule";":Ontology :hasModule :OntologyModule .";"SRC-009";"Foundational Design Principles, Modularity.";"“Ontologies will be modularized to ensure scalability, reusability, and clear domain boundaries.”";"inferida";"alta";"sí";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_021";"LLM_2";"ALC-08";":OntologyModule";":definesBoundaryFor";":DomainBoundary";":OntologyModule :definesBoundaryFor :DomainBoundary .";"SRC-009";"Foundational Design Principles, Modularity.";"“Ontologies will be modularized to ensure scalability, reusability, and clear domain boundaries.”";"inferida";"alta";"sí";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_022";"LLM_2";"ALC-08";":DigitalArtifact1";":isCounterpartOf";":DigitalArtifact2";":DigitalArtifact1 :isCounterpartOf :DigitalArtifact2 .";"SRC-008";"resumen de publicación NIST.";"“Counterpart relation was selected for its ability to facilitate a more intuitive and concise representation of many kinds of digital artifacts.”";"explícita";"media";"sí";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-08_023";"LLM_2";"ALC-08";":DataInteroperabilityIssue";":isAssociatedWith";":ComputerizedSystem";":DataInteroperabilityIssue :isAssociatedWith :ComputerizedSystem .";"SRC-010";"Industry Need.";"“Poor data interoperability... owing to different computerized design, analysis, and manufacturing software and hardware systems.”";"inferida";"media";"sí";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
