"triad_id";"llm_id";"question_id";"subject";"predicate";"object";"rdf_candidate";"source_id";"source_location";"evidence_text";"evidence_type";"confidence";"expert_validation_required";"candidate_status";"notes"
"LLM_1_ALC-01_001";"LLM_1";"ALC-01";":BioLectorXT";"rdf:type";":Microbioreactor";":BioLectorXT rdf:type :Microbioreactor.";"SRC-001";"Introducción pág. 1";"The BioLector XT microbioreactor is a benchtop device for highthroughput screening of microbial cultivations in combination with onlinemonitoring of common cultivation parameters such as biomass, pH, dissolved oxygen (DO) and fluorescence...";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-01_002";"LLM_1";"ALC-01";":BioLectorXT";":hasFormFactor";":Benchtop";":BioLectorXT :hasFormFactor :Benchtop.";"SRC-001";"Introducción pág. 1";"The BioLector XT microbioreactor is a benchtop device for highthroughput screening of microbial cultivations in combination with onlinemonitoring of common cultivation parameters such as biomass, pH, dissolved oxygen (DO) and fluorescence...";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-01_003";"LLM_1";"ALC-01";":BioLectorXT";":monitors";":Biomass";":BioLectorXT :monitors :Biomass.";"SRC-001";"Introducción pág. 1";"The BioLector XT microbioreactor is a benchtop device for highthroughput screening of microbial cultivations in combination with onlinemonitoring of common cultivation parameters such as biomass, pH, dissolved oxygen (DO) and fluorescence...";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-01_004";"LLM_1";"ALC-01";":BioLectorXT";":monitors";":pH";":BioLectorXT :monitors :pH.";"SRC-001";"Introducción pág. 1";"The BioLector XT microbioreactor is a benchtop device for highthroughput screening of microbial cultivations in combination with onlinemonitoring of common cultivation parameters such as biomass, pH, dissolved oxygen (DO) and fluorescence...";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-01_005";"LLM_1";"ALC-01";":BioLectorXT";":monitors";":DO";":BioLectorXT :monitors :DO.";"SRC-001";"Introducción pág. 1";"The BioLector XT microbioreactor is a benchtop device for highthroughput screening of microbial cultivations in combination with onlinemonitoring of common cultivation parameters such as biomass, pH, dissolved oxygen (DO) and fluorescence...";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-01_006";"LLM_1";"ALC-01";":BioLectorXT";":monitors";":Fluorescence";":BioLectorXT :monitors :Fluorescence.";"SRC-001";"Introducción pág. 1";"The BioLector XT microbioreactor is a benchtop device for highthroughput screening of microbial cultivations in combination with onlinemonitoring of common cultivation parameters such as biomass, pH, dissolved oxygen (DO) and fluorescence...";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-01_007";"LLM_1";"ALC-01";":BioLectorXT";":usesFormat";":MTP_SBS";":BioLectorXT :usesFormat :MTP_SBS.";"SRC-001";"Introducción pág. 1";"High throughput cultivations are carried out in SBS/SLAS standard format microtiter plates (MTPs) with 32 or 48 cultivation wells each, allowing up to 48 simultaneous experiments in one microbioreactor run.";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-01_008";"LLM_1";"ALC-01";":BioLectorXT";":hasWellCount";"48";":BioLectorXT :hasWellCount 48.";"SRC-001";"Introducción pág. 1";"High throughput cultivations are carried out in SBS/SLAS standard format microtiter plates (MTPs) with 32 or 48 cultivation wells each, allowing up to 48 simultaneous experiments in one microbioreactor run.";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-01_009";"LLM_1";"ALC-01";":BiostatB-DCU";"rdf:type";":ControlUnit";":BiostatB-DCU rdf:type :ControlUnit.";"SRC-003";"Safety Information – Intended Use";"The device is used as the control unit for various bioreactor systems in combination with the UniVessel Glass or UniVessel SU.";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-01_010";"LLM_1";"ALC-01";":BiostatB-DCU";":isComponentOf";":BioreactorSystem";":BiostatB-DCU :isComponentOf :BioreactorSystem.";"SRC-003";"Safety Information – Intended Use";"The device is used as the control unit for various bioreactor systems in combination with the UniVessel Glass or UniVessel SU.";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-01_011";"LLM_1";"ALC-01";":BiostatB-DCU";":hasCompatibleVessel";":UniVesselGlass";":BiostatB-DCU :hasCompatibleVessel :UniVesselGlass.";"SRC-003";"Safety Information – Intended Use";"The device is used as the control unit for various bioreactor systems in combination with the UniVessel Glass or UniVessel SU.";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-01_012";"LLM_1";"ALC-01";":UniVesselGlass";"rdf:type";":CultivationVessel";":UniVesselGlass rdf:type :CultivationVessel.";"SRC-004";"Catálogo";"The Univessel® Glass is our platform cultivation vessel for all Biostat® benchtop bioreactors. It is available in 1 L, 2 L, 5 L and 10 L working volume.";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_1_ALC-01_013";"LLM_1";"ALC-01";":UniVesselGlass";":isPlatformFor";":BiostatBenchtop";":UniVesselGlass :isPlatformFor :BiostatBenchtop.";"SRC-004";"Catálogo";"The Univessel® Glass is our platform cultivation vessel for all Biostat® benchtop bioreactors. It is available in 1 L, 2 L, 5 L and 10 L working volume.";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
