"triad_id";"llm_id";"question_id";"subject";"predicate";"object";"rdf_candidate";"source_id";"source_location";"evidence_text";"evidence_type";"confidence";"expert_validation_required";"candidate_status";"notes"
"LLM_2_ALC-01_001";"LLM_2";"ALC-01";"ex:Bioreactor";"ex:supportsCultivation";"ex:LivingCellCultivation";"ex:Bioreactor ex:supportsCultivation ex:LivingCellCultivation .";"SRC-007";"Abstract";"“Bioreactors are manufactured apparatuses that allow the generation of a specific environment for the highly controlled cultivation of living cells.”";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-01_002";"LLM_2";"ALC-01";"ex:BioLectorXT";"a";"ex:Microbioreactor";"ex:BioLectorXT a ex:Microbioreactor .";"SRC-001";"Descripción principal; “Features of the BioLector XT”";"“the BioLector XT microbioreactor is based on a standard ANSI/SLAS (SBS) microtiter plate (MTP) format”";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-01_003";"LLM_2";"ALC-01";"ex:BioLectorXT";"ex:basedOnFormat";"ex:ANSI_SLAS_SBS_MicrotiterPlateFormat";"ex:BioLectorXT ex:basedOnFormat ex:ANSI_SLAS_SBS_MicrotiterPlateFormat .";"SRC-001";"Descripción principal; “Features of the BioLector XT”";"“the BioLector XT microbioreactor is based on a standard ANSI/SLAS (SBS) microtiter plate (MTP) format”";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-01_004";"LLM_2";"ALC-01";"ex:BioLectorXT";"ex:usedFor";"ex:HighThroughputMicrobialCultivationScreening";"ex:BioLectorXT ex:usedFor ex:HighThroughputMicrobialCultivationScreening .";"SRC-003";"“Introduction”";"“The BioLector XT microbioreactor is a bench-top device for high-throughput screening of microbial cultivations in combination with online-monitoring”";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-01_005";"LLM_2";"ALC-01";"ex:BioLectorXT";"ex:usedInCombinationWith";"ex:OnlineMonitoring";"ex:BioLectorXT ex:usedInCombinationWith ex:OnlineMonitoring .";"SRC-003";"“Introduction”";"“The BioLector XT microbioreactor is a bench-top device for high-throughput screening of microbial cultivations in combination with online-monitoring”";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-01_006";"LLM_2";"ALC-01";"ex:BioLectorXT";"ex:hasOxygenOptode";"ex:OxygenOptode";"ex:BioLectorXT ex:hasOxygenOptode ex:OxygenOptode .";"SRC-002";"“Cultivation conditions” y “Microfluidic features”";"“OXYGEN OPTODES 0 – 100 % dissolved oxygen”";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-01_007";"LLM_2";"ALC-01";"ex:BioLectorXT";"ex:hasDissolvedOxygenRange";"""0–100 %""";"ex:BioLectorXT ex:hasDissolvedOxygenRange ""0–100 %"" .";"SRC-002";"“Cultivation conditions” y “Microfluidic features”";"“OXYGEN OPTODES 0 – 100 % dissolved oxygen”";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-01_008";"LLM_2";"ALC-01";"ex:BioLectorXT";"ex:hasPHControlRange";"""4.0–7.5; depending on plate""";"ex:BioLectorXT ex:hasPHControlRange ""4.0–7.5; depending on plate"" .";"SRC-002";"“Cultivation conditions” y “Microfluidic features”";"“pH control range: 4.0 – 7.5 (depending on plate)”";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-01_009";"LLM_2";"ALC-01";"ex:BiostatB";"a";"ex:BenchtopBioreactor";"ex:BiostatB a ex:BenchtopBioreactor .";"SRC-004";"“Biostat® B at a Glance”, p. 2";"“Our Biostat® B is the ideal benchtop bioreactor for your lab.”";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-01_010";"LLM_2";"ALC-01";"ex:UnivesselGlass";"a";"ex:PlatformCultivationVessel";"ex:UnivesselGlass a ex:PlatformCultivationVessel .";"SRC-005";"Resumen inicial";"“The Univessel® Glass is our platform cultivation vessel for all Biostat® benchtop bioreactors.”";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-01_011";"LLM_2";"ALC-01";"ex:UnivesselGlass";"ex:hasAvailableWorkingVolume";"""5 L""";"ex:UnivesselGlass ex:hasAvailableWorkingVolume ""5 L"" .";"SRC-005";"Tabla “Inside Dimensions”, p. 8";"“It is available in 1 L, 2 L, 5 L and 10 L working volume.”";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-01_012";"LLM_2";"ALC-01";"ex:UnivesselGlass";"ex:hasAvailableWorkingVolume";"""10 L""";"ex:UnivesselGlass ex:hasAvailableWorkingVolume ""10 L"" .";"SRC-005";"Tabla “Inside Dimensions”, p. 8";"“It is available in 1 L, 2 L, 5 L and 10 L working volume.”";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC-01_013";"LLM_2";"ALC-01";"ex:Sartorius5LConfiguration";"ex:usesCultivationVessel";"ex:UnivesselGlass";"ex:Sartorius5LConfiguration ex:usesCultivationVessel ex:UnivesselGlass .";"SRC-004, SRC-005";"SRC-004, p. 2; SRC-005, resumen inicial y p. 8";"Integración de A07–A09; no aparece el nombre exacto de esas configuraciones en los fragmentos.";"Inferida";"Media";"Sí";"CANDIDATE";"Triada condicionada a validación experta."
"LLM_2_ALC-01_014";"LLM_2";"ALC-01";"ex:Sartorius5LConfiguration";"ex:hasWorkingVolume";"""5 L""";"ex:Sartorius5LConfiguration ex:hasWorkingVolume ""5 L"" .";"SRC-004, SRC-005";"SRC-004, p. 2; SRC-005, resumen inicial y p. 8";"Integración de A07–A09; no aparece el nombre exacto de esas configuraciones en los fragmentos.";"Inferida";"Media";"Sí";"CANDIDATE";"Triada condicionada a validación experta."
"LLM_2_ALC-01_015";"LLM_2";"ALC-01";"ex:Sartorius10LConfiguration";"ex:usesCultivationVessel";"ex:UnivesselGlass";"ex:Sartorius10LConfiguration ex:usesCultivationVessel ex:UnivesselGlass .";"SRC-004, SRC-005";"SRC-004, p. 2; SRC-005, resumen inicial y p. 8";"Integración de A07–A09; no aparece el nombre exacto de esas configuraciones en los fragmentos.";"Inferida";"Media";"Sí";"CANDIDATE";"Triada condicionada a validación experta."
"LLM_2_ALC-01_016";"LLM_2";"ALC-01";"ex:Sartorius10LConfiguration";"ex:hasWorkingVolume";"""10 L""";"ex:Sartorius10LConfiguration ex:hasWorkingVolume ""10 L"" .";"SRC-004, SRC-005";"SRC-004, p. 2; SRC-005, resumen inicial y p. 8";"Integración de A07–A09; no aparece el nombre exacto de esas configuraciones en los fragmentos.";"Inferida";"Media";"Sí";"CANDIDATE";"Triada condicionada a validación experta."
