"triad_id";"llm_id";"question_id";"subject";"predicate";"object";"rdf_candidate";"source_id";"source_location";"evidence_text";"evidence_type";"confidence";"expert_validation_required";"candidate_status";"notes"
"LLM_2_ALC_03_001";"LLM_2";"ALC_03";"BioLectorXT";"rdf:type";"MicrobioreactorSystem";":BioLectorXT :rdf:type :MicrobioreactorSystem .";"SRC-002";"p. 1";"Dispositivo de sobremesa para cribado de cultivos microbianos de alto rendimiento.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_002";"LLM_2";"ALC_03";"BioLectorXT";"usesCultivationFormat";"MicrotiterPlate";":BioLectorXT :usesCultivationFormat :MicrotiterPlate .";"SRC-002";"p. 1";"Placas MTP de 32 o 48 pozos.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_003";"LLM_2";"ALC_03";"BioLectorXT";"hasMaximumParallelExperimentCount";"""48""";":BioLectorXT :hasMaximumParallelExperimentCount ""48""";"SRC-002";"p. 1";"Hasta 48 experimentos por corrida.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_004";"LLM_2";"ALC_03";"BioLectorXT";"monitorsParameter";"Biomass";":BioLectorXT :monitorsParameter :Biomass .";"SRC-002";"p. 1";"Biomasa, pH, oxígeno disuelto y fluorescencia.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_005";"LLM_2";"ALC_03";"BioLectorXT";"monitorsParameter";"pH";":BioLectorXT :monitorsParameter :pH .";"SRC-002";"p. 1";"Biomasa, pH, oxígeno disuelto y fluorescencia.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_006";"LLM_2";"ALC_03";"BioLectorXT";"monitorsParameter";"DissolvedOxygen";":BioLectorXT :monitorsParameter :DissolvedOxygen .";"SRC-002";"p. 1";"Biomasa, pH, oxígeno disuelto y fluorescencia.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_007";"LLM_2";"ALC_03";"BioLectorXT";"monitorsParameter";"Fluorescence";":BioLectorXT :monitorsParameter :Fluorescence .";"SRC-002";"p. 1";"Biomasa, pH, oxígeno disuelto y fluorescencia.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_008";"LLM_2";"ALC_03";"BioLectorXT";"supportsControlFunction";"pHControl";":BioLectorXT :supportsControlFunction :pHControl .";"SRC-001";"""Microfluidic features""";"Se describen control de pH, líneas de alimentación y perfiles de alimentación.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_009";"LLM_2";"ALC_03";"BioLectorXT";"supportsControlFunction";"FeedingControl";":BioLectorXT :supportsControlFunction :FeedingControl .";"SRC-001";"""Microfluidic features""";"Se describen control de pH, líneas de alimentación y perfiles de alimentación.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_010";"LLM_2";"ALC_03";"BiostatB";"rdf:type";"BenchtopBioreactorController";":BiostatB :rdf:type :BenchtopBioreactorController .";"SRC-003";"""Top Features""";"Controlador universal para sistemas agitados y de movimiento oscilante.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_011";"LLM_2";"ALC_03";"BiostatB";"usesCultivationVessel";"UnivesselGlass5LModel";":BiostatB :usesCultivationVessel :UnivesselGlass5LModel .";"SRC-003";"""Proven Cultivation Vessels""";"Recipientes de vidrio autoclavable de 1 L, 2 L, 5 L y 10 L.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_012";"LLM_2";"ALC_03";"BiostatB";"usesCultivationVessel";"UnivesselGlass10LModel";":BiostatB :usesCultivationVessel :UnivesselGlass10LModel .";"SRC-003";"""Proven Cultivation Vessels""";"Recipientes de vidrio autoclavable de 1 L, 2 L, 5 L y 10 L.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_013";"LLM_2";"ALC_03";"BiostatB";"supportsCultivationMode";"BatchCultivation";":BiostatB :supportsCultivationMode :BatchCultivation .";"SRC-003";"""Automatic Feed Control""";"Batch, fed-batch, continuo o perfusión.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_014";"LLM_2";"ALC_03";"BiostatB";"supportsCultivationMode";"FedBatchCultivation";":BiostatB :supportsCultivationMode :FedBatchCultivation .";"SRC-003";"""Automatic Feed Control""";"Batch, fed-batch, continuo o perfusión.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_015";"LLM_2";"ALC_03";"BiostatB";"supportsCultivationMode";"ContinuousCultivation";":BiostatB :supportsCultivationMode :ContinuousCultivation .";"SRC-003";"""Automatic Feed Control""";"Batch, fed-batch, continuo o perfusión.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_016";"LLM_2";"ALC_03";"BiostatB";"supportsCultivationMode";"PerfusionCultivation";":BiostatB :supportsCultivationMode :PerfusionCultivation .";"SRC-003";"""Automatic Feed Control""";"Batch, fed-batch, continuo o perfusión.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_017";"LLM_2";"ALC_03";"BiostatB";"controlsParameter";"DissolvedOxygen";":BiostatB :controlsParameter :DissolvedOxygen .";"SRC-003";"""Automatic DO Control""";"Control de oxígeno disuelto mediante ajuste de agitación y flujos de gas.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_018";"LLM_2";"ALC_03";"UnivesselGlass5LModel";"hasMinimumWorkingVolumeL";"""0.6""";":UnivesselGlass5LModel :hasMinimumWorkingVolumeL ""0.6""";"SRC-004";"""Inside Dimensions""";"5 L: mínimo 0.6 L y máximo 5 L.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_019";"LLM_2";"ALC_03";"UnivesselGlass5LModel";"hasMaximumWorkingVolumeL";"""5.0""";":UnivesselGlass5LModel :hasMaximumWorkingVolumeL ""5.0""";"SRC-004";"""Inside Dimensions""";"5 L: mínimo 0.6 L y máximo 5 L.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_020";"LLM_2";"ALC_03";"UnivesselGlass10LModel";"hasMinimumWorkingVolumeL";"""1.5""";":UnivesselGlass10LModel :hasMinimumWorkingVolumeL ""1.5""";"SRC-004";"""Inside Dimensions""";"10 L: mínimo 1.5 L y máximo 10 L.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_021";"LLM_2";"ALC_03";"UnivesselGlass10LModel";"hasMaximumWorkingVolumeL";"""10.0""";":UnivesselGlass10LModel :hasMaximumWorkingVolumeL ""10.0""";"SRC-004";"""Inside Dimensions""";"10 L: mínimo 1.5 L y máximo 10 L.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_022";"LLM_2";"ALC_03";"BioLectorXT";"usedFor";"Screening";":BioLectorXT :usedFor :Screening .";"SRC-005";"resumen; secciones 2.2 y 3.3";"BioLector XT de 1–2 mL para cribado.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_023";"LLM_2";"ALC_03";"BiostatB5";"usedFor";"LaboratoryProduction";":BiostatB5 :usedFor :LaboratoryProduction .";"SRC-005";"resumen; secciones 2.2 y 3.3";"Biostat B5 de 5 L para producción de laboratorio.";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_024";"LLM_2";"ALC_03";"BioLectorXT";"precedesInScale";"BiostatB5ConfiguredSystem";":BioLectorXT :precedesInScale :BiostatB5ConfiguredSystem .";"SRC-005";"resumen; secciones 2.2 y 3.3";"BioLector XT se usa para cribado y Biostat B5 para producción de laboratorio en el mismo estudio.";"Inferida";"Media";"Sí";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_2_ALC_03_025";"LLM_2";"ALC_03";"UnivesselGlass5LModel";"hasSmallerMaximumWorkingVolumeThan";"UnivesselGlass10LModel";":UnivesselGlass5LModel :hasSmallerMaximumWorkingVolumeThan :UnivesselGlass10LModel .";"SRC-004";"""Inside Dimensions""";"Máximos documentados: 5 L y 10 L.";"Inferida";"Media";"Sí";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
