"triad_id";"llm_id";"question_id";"subject";"predicate";"object";"rdf_candidate";"source_id";"source_location";"evidence_text";"evidence_type";"confidence";"expert_validation_required";"candidate_status";"notes"
"LLM_1_ALC_04_001";"LLM_1";"ALC_04";"BioLectorXT";"hasComponent";"TemperatureControlSystem";":BioLectorXT :hasComponent :TemperatureControlSystem .";"SRC-001";"especificaciones";"10 – 50 °C (min. temp.: 8 °C below ambient temp.)";"explícita";"alta";"no";"CANDIDATE";"soportada por SRC-001"
"LLM_1_ALC_04_002";"LLM_1";"ALC_04";"BiostatB5L";"hasComponent";"TemperatureControlSystem";":BiostatB5L :hasComponent :TemperatureControlSystem .";"SRC-002";"especificaciones";"Temperature Pt100|0–150°C (temperature control 0–80°C)|0.1°C";"explícita";"alta";"no";"CANDIDATE";"soportada por SRC-002"
"LLM_1_ALC_04_003";"LLM_1";"ALC_04";"BioLectorXT";"hasAgitationSystem";"AgitationSystem_100-1500rpm";":BioLectorXT :hasAgitationSystem :AgitationSystem_100-1500rpm .";"SRC-001";"especificaciones";"100 – 1500 rpm (3 mm diameter)";"explícita";"alta";"no";"CANDIDATE";"SRC-001"
"LLM_1_ALC_04_004";"LLM_1";"ALC_04";"BiostatB5L";"hasAgitationSystem";"AgitationSystem_20-1500rpm";":BiostatB5L :hasAgitationSystem :AgitationSystem_20-1500rpm .";"SRC-002";"especificaciones";"5L Glass: 20 – 1,500 rpm";"explícita";"alta";"no";"CANDIDATE";"SRC-002"
"LLM_1_ALC_04_005";"LLM_1";"ALC_04";"BioLectorXT";"measuresWith";"pHSensor_4-7.5";":BioLectorXT :measuresWith :pHSensor_4-7.5 .";"SRC-001";"especificaciones";"pH 4 – 7.5 (depending on plate)";"explícita";"alta";"no";"CANDIDATE";"SRC-001"
"LLM_1_ALC_04_006";"LLM_1";"ALC_04";"BiostatB5L";"measuresWith";"pHSensor_2-12";":BiostatB5L :measuresWith :pHSensor_2-12 .";"SRC-002";"especificaciones";"pH, reusable Combined measuring electrode|2–12 pH|0.01 pH";"explícita";"alta";"no";"CANDIDATE";"SRC-002"
"LLM_1_ALC_04_007";"LLM_1";"ALC_04";"BioLectorXT";"measuresWith";"DissolvedOxygenSensor_0-100";":BioLectorXT :measuresWith :DissolvedOxygenSensor_0-100 .";"SRC-001";"especificaciones";"0 – 100 % dissolved oxygen*1";"explícita";"alta";"no";"CANDIDATE";"SRC-001"
"LLM_1_ALC_04_008";"LLM_1";"ALC_04";"BiostatB5L";"measuresWith";"DissolvedOxygenSensor_0-100";":BiostatB5L :measuresWith :DissolvedOxygenSensor_0-100 .";"SRC-002";"especificaciones";"Dissolved oxygen, reusable Polarographic or optical|0–100%|0.1%";"explícita";"alta";"no";"CANDIDATE";"SRC-002"
"LLM_1_ALC_04_009";"LLM_1";"ALC_04";"BioLectorXT";"hasGasSupply";"GasSupplySystem_O2-CO2";":BioLectorXT :hasGasSupply :GasSupplySystem_O2-CO2 .";"SRC-001";"especificaciones";"1 – 100 % O 2 (optional) / 0 – 12 % CO 2 (optional)";"explícita";"alta";"no";"CANDIDATE";"SRC-001"
"LLM_1_ALC_04_010";"LLM_1";"ALC_04";"BiostatB5L";"hasGasSupply";"GasSupplySystem_MFC-1:200";":BiostatB5L :hasGasSupply :GasSupplySystem_MFC-1:200 .";"SRC-002";"especificaciones";"Intelligent mass flow controllers with a flow range of 1:200";"explícita";"alta";"no";"CANDIDATE";"SRC-002"
"LLM_1_ALC_04_011";"LLM_1";"ALC_04";"BioLectorXT";"hasFeedSystem";"FeedSystem_665strokes/h";":BioLectorXT :hasFeedSystem :FeedSystem_665strokes/h .";"SRC-001";"especificaciones";"Up to 665 pump strokes per hour";"explícita";"alta";"no";"CANDIDATE";"SRC-001"
"LLM_1_ALC_04_012";"LLM_1";"ALC_04";"BiostatB5L";"hasFeedSystem";"FeedSystem_4variablePumps";":BiostatB5L :hasFeedSystem :FeedSystem_4variablePumps .";"SRC-002";"especificaciones";"Choose up to four variable speed and up to four fixed speed pumps";"explícita";"alta";"no";"CANDIDATE";"SRC-002"
"LLM_1_ALC_04_013";"LLM_1";"ALC_04";"BioLectorXT";"hasVessel";"MicrotiterPlate_48wells";":BioLectorXT :hasVessel :MicrotiterPlate_48wells .";"SRC-001";"especificaciones";"48 cultivation wells";"explícita";"alta";"no";"CANDIDATE";"SRC-001"
"LLM_1_ALC_04_014";"LLM_1";"ALC_04";"BiostatB5L";"hasVessel";"GlassVessel_5L";":BiostatB5L :hasVessel :GlassVessel_5L .";"SRC-002";"especificaciones";"1 L, 2 L, 5 L and 10 L";"explícita";"alta";"no";"CANDIDATE";"SRC-002"
"LLM_1_ALC_04_015";"LLM_1";"ALC_04";"BioLectorXT";"isScaleDownOf";"BiostatB5L";":BioLectorXT :isScaleDownOf :BiostatB5L .";"SRC-003";"Abstract y Métodos";"1 to 2 mL scale in a BioLector XT® for screening applications, to shaking flask scale for small-scale lab production, and up to a 5 L bioreactor";"explícita";"alta";"no";"CANDIDATE";"SRC-003"
