"triad_id";"llm_id";"question_id";"subject";"predicate";"object";"rdf_candidate";"source_id";"source_location";"evidence_text";"evidence_type";"confidence";"expert_validation_required";"candidate_status";"notes"
"LLM_2_ALC-07_001";"LLM_2";"ALC-07";"UnivesselGlass";"hasWorkingVolume";"""5 L""";":UnivesselGlass :hasWorkingVolume ""5 L"" .";"SRC-002";"páginas 23–27 y 31–35";"“5 L and 10 L working volume”";"explícita";"alta";"no";"CANDIDATE";"soportada"
"LLM_2_ALC-07_002";"LLM_2";"ALC-07";"UnivesselGlass";"hasWorkingVolume";"""10 L""";":UnivesselGlass :hasWorkingVolume ""10 L"" .";"SRC-002";"páginas 23–27 y 31–35";"“5 L and 10 L working volume”";"explícita";"alta";"no";"CANDIDATE";"soportada"
"LLM_2_ALC-07_003";"LLM_2";"ALC-07";"BioLectorXT";"monitorsVariable";"Biomass";":BioLectorXT :monitorsVariable :Biomass .";"SRC-003";"páginas 1–3";"“online-monitoring of biomass, pH, DO and fluorescence”";"explícita";"alta";"no";"CANDIDATE";"soportada"
"LLM_2_ALC-07_004";"LLM_2";"ALC-07";"BioLectorXT";"monitorsVariable";"PH";":BioLectorXT :monitorsVariable :PH .";"SRC-003";"páginas 1–3";"“online-monitoring of biomass, pH, DO and fluorescence”";"explícita";"alta";"no";"CANDIDATE";"soportada"
"LLM_2_ALC-07_005";"LLM_2";"ALC-07";"BioLectorXT";"monitorsVariable";"DO";":BioLectorXT :monitorsVariable :DO .";"SRC-003";"páginas 1–3";"“online-monitoring of biomass, pH, DO and fluorescence”";"explícita";"alta";"no";"CANDIDATE";"soportada"
"LLM_2_ALC-07_006";"LLM_2";"ALC-07";"BioLectorXT";"monitorsVariable";"Fluorescence";":BioLectorXT :monitorsVariable :Fluorescence .";"SRC-003";"páginas 1–3";"“online-monitoring of biomass, pH, DO and fluorescence”";"explícita";"alta";"no";"CANDIDATE";"soportada"
"LLM_2_ALC-07_007";"LLM_2";"ALC-07";"BioLectorXT";"supportsGassingMode";"GassingMode";":BioLectorXT :supportsGassingMode :GassingMode .";"SRC-003";"páginas 1–3";"“five different gassing modes”";"explícita";"alta";"no";"CANDIDATE";"soportada"
"LLM_2_ALC-07_008";"LLM_2";"ALC-07";"BioLectorXT";"supportsFeedingStrategy";"ContinuousFeeding";":BioLectorXT :supportsFeedingStrategy :ContinuousFeeding .";"SRC-004";"páginas 3–6";"“continuous feeding”";"explícita";"alta";"no";"CANDIDATE";"soportada"
"LLM_2_ALC-07_009";"LLM_2";"ALC-07";"BioLectorXT";"supportsFeedingStrategy";"SignalTriggeredFeeding";":BioLectorXT :supportsFeedingStrategy :SignalTriggeredFeeding .";"SRC-004";"páginas 3–6";"“signal-triggered feeding”";"explícita";"alta";"no";"CANDIDATE";"soportada"
"LLM_2_ALC-07_010";"LLM_2";"ALC-07";"SartoriusBioreactorSystem";"hasActuationComponent";"PeristalticPump";":SartoriusBioreactorSystem :hasActuationComponent :PeristalticPump .";"SRC-001";"ubicación general suministrada";"“Peristaltic pumps”";"inferida";"alta";"no";"CANDIDATE";"parcialmente soportada; la correspondencia exacta por fragmento no fue suministrada"
