"triad_id";"llm_id";"question_id";"subject";"predicate";"object";"rdf_candidate";"source_id";"source_location";"evidence_text";"evidence_type";"confidence";"expert_validation_required";"candidate_status";"notes"
"LLM_2_ALC_02_001";"LLM_2";"ALC_02";"BioreactorSystem";"supportsCultivation";"BiologicalCultivationProcess";":BioreactorSystem :supportsCultivation :BiologicalCultivationProcess .";"SRC-001";"Resumen";"“Bioreactors, controlled systems for cultivating microorganisms and cells”";"Explícita";"Alta";"No";"CANDIDATE";"Parcialmente soportada"
"LLM_2_ALC_02_002";"LLM_2";"ALC_02";"ControlSystem";"adjustsCulturingCondition";"CulturingCondition";":ControlSystem :adjustsCulturingCondition :CulturingCondition .";"SRC-004";"PDF p. 4 impresa";"“A control system comprising external components used to adjust the culturing conditions (e.g., pumps) and control software”";"Explícita";"Alta";"No";"CANDIDATE";"Soportada"
"LLM_2_ALC_02_003";"LLM_2";"ALC_02";"ControlSystem";"hasComponent";"ExternalComponent";":ControlSystem :hasComponent :ExternalComponent .";"SRC-004";"PDF p. 4 impresa";"“A control system comprising external components used to adjust the culturing conditions (e.g., pumps) and control software”";"Explícita";"Alta";"No";"CANDIDATE";"Soportada"
"LLM_2_ALC_02_004";"LLM_2";"ALC_02";"ControlSystem";"usesControlSoftware";"ControlSoftware";":ControlSystem :usesControlSoftware :ControlSoftware .";"SRC-004";"PDF p. 4 impresa";"“A control system comprising external components used to adjust the culturing conditions (e.g., pumps) and control software”";"Explícita";"Alta";"No";"CANDIDATE";"Soportada"
"LLM_2_ALC_02_005";"LLM_2";"ALC_02";"AutomatedHandler";"connectedTo";"ControlUnit";":AutomatedHandler :connectedTo :ControlUnit .";"SRC-002";"PDF p. 12, Figura 3";"“An automated handler (robotic arm) is connected to a control unit and together they form a control mechanism.”";"Explícita";"Alta";"No";"CANDIDATE";"Soportada"
"LLM_2_ALC_02_006";"LLM_2";"ALC_02";"AutomatedHandler";"formsControlMechanismWith";"ControlUnit";":AutomatedHandler :formsControlMechanismWith :ControlUnit .";"SRC-002";"PDF p. 12, Figura 3";"“An automated handler (robotic arm) is connected to a control unit and together they form a control mechanism.”";"Explícita";"Alta";"No";"CANDIDATE";"Soportada"
"LLM_2_ALC_02_007";"LLM_2";"ALC_02";"BiostatB_MicrobialPackage";"hasListedVolume";"""1 L""";":BiostatB_MicrobialPackage :hasListedVolume ""1 L"" .";"SRC-005";"sección “Basic Configurations for Univessel® Glass — Microbial Packages”";"“Volume: 1 L, 2 L, 5 L or 10 L”";"Explícita";"Alta";"No";"CANDIDATE";"Soportada"
"LLM_2_ALC_02_008";"LLM_2";"ALC_02";"BiostatB_MicrobialPackage";"hasListedVolume";"""2 L""";":BiostatB_MicrobialPackage :hasListedVolume ""2 L"" .";"SRC-005";"sección “Basic Configurations for Univessel® Glass — Microbial Packages”";"“Volume: 1 L, 2 L, 5 L or 10 L”";"Explícita";"Alta";"No";"CANDIDATE";"Soportada"
"LLM_2_ALC_02_009";"LLM_2";"ALC_02";"BiostatB_MicrobialPackage";"hasListedVolume";"""5 L""";":BiostatB_MicrobialPackage :hasListedVolume ""5 L"" .";"SRC-005";"sección “Basic Configurations for Univessel® Glass — Microbial Packages”";"“Volume: 1 L, 2 L, 5 L or 10 L”";"Explícita";"Alta";"No";"CANDIDATE";"Soportada"
"LLM_2_ALC_02_010";"LLM_2";"ALC_02";"BiostatB_MicrobialPackage";"hasListedVolume";"""10 L""";":BiostatB_MicrobialPackage :hasListedVolume ""10 L"" .";"SRC-005";"sección “Basic Configurations for Univessel® Glass — Microbial Packages”";"“Volume: 1 L, 2 L, 5 L or 10 L”";"Explícita";"Alta";"No";"CANDIDATE";"Soportada"
