"triad_id";"llm_id";"question_id";"subject";"predicate";"object";"rdf_candidate";"source_id";"source_location";"evidence_text";"evidence_type";"confidence";"expert_validation_required";"candidate_status";"notes"
"LLM_3_ALC_07_001";"LLM_3";"ALC_07";"BioLectorXT";"hasSensor";"BiomassSensor";":BioLectorXT :hasSensor :BiomassSensor .";"SRC-001";"Página principal del producto";"Disposable 48 well MTPs enable online measurement of biomass, fluorescences, pH and DO";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_3_ALC_07_002";"LLM_3";"ALC_07";"BioLectorXT";"hasSensor";"pHSensor";":BioLectorXT :hasSensor :pHSensor .";"SRC-001";"Página principal del producto";"Disposable 48 well MTPs enable online measurement of biomass, fluorescences, pH and DO";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_3_ALC_07_003";"LLM_3";"ALC_07";"BioLectorXT";"hasSensor";"DOSensor";":BioLectorXT :hasSensor :DOSensor .";"SRC-001";"Página principal del producto";"Disposable 48 well MTPs enable online measurement of biomass, fluorescences, pH and DO";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_3_ALC_07_004";"LLM_3";"ALC_07";"BioLectorXT";"hasSensor";"OxygenSensor";":BioLectorXT :hasSensor :OxygenSensor .";"SRC-001";"Sección módulos O₂";"an oxygen sensor inside the cultivation chamber. The sensor continuously measures the oxygen level inside the chamber and automatically regulates the flow of nitrogen into the chamber";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_3_ALC_07_005";"LLM_3";"ALC_07";"SartoriusBioreactor5L";"hasSensor";"pHSensor";":SartoriusBioreactor5L :hasSensor :pHSensor .";"SRC-005";"Technical features and specifications";"Sensors: pH, pO2, Temperature, Foam, Level, Substrate";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_3_ALC_07_006";"LLM_3";"ALC_07";"SartoriusBioreactor5L";"hasSensor";"DOSensor";":SartoriusBioreactor5L :hasSensor :DOSensor .";"SRC-005";"Technical features and specifications";"Sensors: pH, pO2, Temperature, Foam, Level, Substrate";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_3_ALC_07_007";"LLM_3";"ALC_07";"SartoriusBioreactor5L";"hasSensor";"TemperatureSensor";":SartoriusBioreactor5L :hasSensor :TemperatureSensor .";"SRC-005";"Technical features and specifications";"Sensors: pH, pO2, Temperature, Foam, Level, Substrate";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_3_ALC_07_008";"LLM_3";"ALC_07";"SartoriusBioreactor5L";"hasSensor";"FoamSensor";":SartoriusBioreactor5L :hasSensor :FoamSensor .";"SRC-005";"Technical features and specifications";"Sensors: pH, pO2, Temperature, Foam, Level, Substrate";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_3_ALC_07_009";"LLM_3";"ALC_07";"SartoriusBioreactor5L";"hasSensor";"LevelSensor";":SartoriusBioreactor5L :hasSensor :LevelSensor .";"SRC-005";"Technical features and specifications";"Sensors: pH, pO2, Temperature, Foam, Level, Substrate";"Explícita";"Alta";"No";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_3_ALC_07_010";"LLM_3";"ALC_07";"SartoriusBioreactor5L";"hasSensor";"SubstrateSensor";":SartoriusBioreactor5L :hasSensor :SubstrateSensor .";"SRC-005";"Technical features and specifications";"Sensors: pH, pO2, Temperature, Foam, Level, Substrate";"Explícita";"Alta";"Sí";"CANDIDATE";"Tipo exacto del SubstrateSensor no especificado en el corpus"
